StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,PID
7/30/2022 10:14,7/30/2022 10:16,100,79,TRUE,7/30/2022 10:16,R_1n2vGl6tcXOJDK6,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5d9f625aadd8690015e87c76
7/30/2022 10:15,7/30/2022 10:16,100,62,TRUE,7/30/2022 10:16,R_24IeFzTYhKEUPW2,,,,,No,Often,Often,Often,"Yes, use the responses.",5abae3c447a9f7000153c531
7/30/2022 10:15,7/30/2022 10:16,100,55,TRUE,7/30/2022 10:16,R_xut6sqI5MbI55E5,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",558a354dfdf99b2d7699abd4
7/30/2022 10:15,7/30/2022 10:16,100,91,TRUE,7/30/2022 10:16,R_25McukkddtBN3gB,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5d90f475c83a770017213e12
7/30/2022 10:15,7/30/2022 10:16,100,66,TRUE,7/30/2022 10:16,R_3qeAJMYIufHCSft,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Often,"Yes, use the responses.",61021c2ad3b0633be797eddf
7/30/2022 10:15,7/30/2022 10:16,100,68,TRUE,7/30/2022 10:16,R_28U4fNmlt1LUiGo,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Often,"Yes, use the responses.",585716b522a6220001da6cb4
7/30/2022 10:15,7/30/2022 10:16,100,65,TRUE,7/30/2022 10:16,R_24ueQabI9RK8Vja,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",629a87179882a45bdf017f24
7/30/2022 10:16,7/30/2022 10:17,100,57,TRUE,7/30/2022 10:17,R_2P67HcOnYOgL9gl,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,Not Sure,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5dcf4136cf8e7e086ea019e4
7/30/2022 10:16,7/30/2022 10:17,100,49,TRUE,7/30/2022 10:17,R_2WJ2xLDCDB9CfdM,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",615b52a780ee6b2916998ce6
7/30/2022 10:16,7/30/2022 10:17,100,65,TRUE,7/30/2022 10:17,R_1FkM4iKJkpRyx7b,Someone selling fraudulent goods or services,No,,No,No,Often,Often,Often,"Yes, use the responses.",606f3c95cbb4f981c7a17a9c
7/30/2022 10:17,7/30/2022 10:18,100,48,TRUE,7/30/2022 10:18,R_2ZHSwVZELQqWQ1C,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5c6f00110b99a000018cc3c1
7/30/2022 10:17,7/30/2022 10:18,100,65,TRUE,7/30/2022 10:18,R_3n2BR7kczrC7F13,"Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Often,Often,Often,"Yes, use the responses.",6089714497c6a46ebdf12234
7/30/2022 10:17,7/30/2022 10:18,100,79,TRUE,7/30/2022 10:18,R_1n7vDdQXw9Y0vXs,,,,,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",614fbb4467c4c74f573a94d3
7/30/2022 10:18,7/30/2022 10:18,100,46,TRUE,7/30/2022 10:18,R_3KVDquqUuDShmuU,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",614ee347a57616853a7b1356
7/30/2022 10:16,7/30/2022 10:19,100,124,TRUE,7/30/2022 10:19,R_3qPvvlcHyhRvDAz,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",612146069bb6dfc53b730795
7/30/2022 10:19,7/30/2022 10:19,100,44,TRUE,7/30/2022 10:19,R_2uPTf6fJluYjiJM,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Often,Often,"Yes, use the responses.",610c010b67c19dc61a5cc6a0
7/30/2022 10:19,7/30/2022 10:19,100,48,TRUE,7/30/2022 10:20,R_3dNes9lu0gHsa7u,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",6107f318a5a3d70640835aea
7/30/2022 10:18,7/30/2022 10:20,100,76,TRUE,7/30/2022 10:20,R_27DbVsMTcRevleL,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5a33d736bf4d770001e6097a
7/30/2022 10:19,7/30/2022 10:20,100,76,TRUE,7/30/2022 10:20,R_1KpOjlTBJdvPUwz,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",5e287b789061a504bf990894
7/30/2022 10:20,7/30/2022 10:20,100,36,TRUE,7/30/2022 10:20,R_33mq6EyyjVEvrME,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",62d61912c1eab298bdc2c642
7/30/2022 10:19,7/30/2022 10:21,100,67,TRUE,7/30/2022 10:21,R_2yf7HCgp4fSWcgZ,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Often,Often,"Yes, use the responses.",5f93bc9cdda8a01a8fdba87c
7/30/2022 10:20,7/30/2022 10:21,100,64,TRUE,7/30/2022 10:21,R_0D63ykEhoVHn2JX,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5e9ce0a46976671ceda6082a
7/30/2022 10:20,7/30/2022 10:21,100,64,TRUE,7/30/2022 10:21,R_3dEURsFSSnVLN3m,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",628d8714727e2811c42dd485
7/30/2022 10:21,7/30/2022 10:22,100,44,TRUE,7/30/2022 10:22,R_1giq8oAiZf2Pu90,Other,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5b7341a7543d1c0001c80a26
7/30/2022 10:20,7/30/2022 10:22,100,101,TRUE,7/30/2022 10:22,R_1nPk7XZ2eUutJWk,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,No,Hardly ever,Some of the time,Often,"Yes, use the responses.",62e4b6f21f7c164777c6eb67
7/30/2022 10:21,7/30/2022 10:22,100,47,TRUE,7/30/2022 10:22,R_3L1lSONmcWDZFrN,Someone selling fraudulent goods or services,No,,No,Not Sure,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",58f1017ac325470001795b01
7/30/2022 10:21,7/30/2022 10:22,100,39,TRUE,7/30/2022 10:22,R_ByofoYRsso77qg1,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",6109482350367148ce0aa834
7/30/2022 10:20,7/30/2022 10:22,100,137,TRUE,7/30/2022 10:22,R_2ZEJZ7MZ1EdSkQF,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5b748f1564ed4e0001095fb6
7/30/2022 10:21,7/30/2022 10:22,100,71,TRUE,7/30/2022 10:22,R_2Et9UZtKHH5ZIkt,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Often,Hardly ever,Some of the time,"Yes, use the responses.",5bbd033261968f0001f02bac
7/30/2022 10:22,7/30/2022 10:23,100,38,TRUE,7/30/2022 10:23,R_3Gjs7WRSflztBsk,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Often,Often,"Yes, use the responses.",5e44d8be1d4be4369bc8b61e
7/30/2022 10:23,7/30/2022 10:24,100,62,TRUE,7/30/2022 10:24,R_5akAxkqmdHuatHP,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",59dc458f77860e000151240e
7/30/2022 10:23,7/30/2022 10:25,100,125,TRUE,7/30/2022 10:25,R_3PRHkcg4TFWcB8y,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5f3ebd568c429614c0f595e8
7/30/2022 10:23,7/30/2022 10:25,100,136,TRUE,7/30/2022 10:25,R_3PRyCnLfDfiDIyg,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Often,Hardly ever,"Yes, use the responses.",5f53d4f0d3e03471e4eb4847
7/30/2022 10:24,7/30/2022 10:25,100,44,TRUE,7/30/2022 10:25,R_27Om6mNkCeIgPgk,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",6100458b3310f413e3977d88
7/30/2022 10:24,7/30/2022 10:25,100,66,TRUE,7/30/2022 10:25,R_2e3ugRatpfb9FRm,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5dceca79b988870144a19f89
7/30/2022 10:24,7/30/2022 10:26,100,84,TRUE,7/30/2022 10:26,R_2ROMSnkEPaTFi4O,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",614faaf1fb2d50165575ddaa
7/30/2022 10:25,7/30/2022 10:26,100,32,TRUE,7/30/2022 10:26,R_2trHx5zoSQCrroR,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Often,Hardly ever,"Yes, use the responses.",5ba10ee370181f00014992fa
7/30/2022 10:24,7/30/2022 10:26,100,94,TRUE,7/30/2022 10:26,R_1jJSoYYMAWwsfmC,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",628de7e8ff1744a9717d7883
7/30/2022 10:24,7/30/2022 10:26,100,126,TRUE,7/30/2022 10:26,R_3GiGaEx61QBua8J,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Not Sure,Not Sure,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5fd7f08920e71c0f734ee097
7/30/2022 10:24,7/30/2022 10:26,100,142,TRUE,7/30/2022 10:26,R_R9MTT7hrhuA6Zz3,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",61fa8f62f42b633229bbf165
7/30/2022 10:26,7/30/2022 10:27,100,32,TRUE,7/30/2022 10:27,R_1M3yDsSUZHCQ88N,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5b7cbe9db630cf000125dffe
7/30/2022 10:26,7/30/2022 10:27,100,56,TRUE,7/30/2022 10:27,R_2U0nN6a0NdUtWhT,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Often,Some of the time,Often,"Yes, use the responses.",6266a87a7adacd7a91cabc93
7/30/2022 10:26,7/30/2022 10:27,100,68,TRUE,7/30/2022 10:27,R_2a8OHeolrQ1kQTj,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62d39a47594b3446ba0c1585
7/30/2022 10:26,7/30/2022 10:27,100,50,TRUE,7/30/2022 10:27,R_1Ns4cjvGydIxvAJ,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62d60f60ec255b88b058649b
7/30/2022 10:27,7/30/2022 10:27,100,35,TRUE,7/30/2022 10:27,R_bQjPVouwDdy7Y2d,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5d3695969749cc00165c222f
7/30/2022 10:27,7/30/2022 10:28,100,57,TRUE,7/30/2022 10:28,R_1DXRvApDduMM2JV,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Hardly ever,Often,"Yes, use the responses.",62d8e75cba698660a22802c7
7/30/2022 10:27,7/30/2022 10:28,100,50,TRUE,7/30/2022 10:28,R_20TeAyCAee2A5dF,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5e7fe0a46db6e86cd7c6b213
7/30/2022 10:26,7/30/2022 10:28,100,68,TRUE,7/30/2022 10:28,R_ZtazbtGbNiiI493,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6101bcb1b6f73b8138d66252
7/30/2022 10:27,7/30/2022 10:28,100,56,TRUE,7/30/2022 10:28,R_OjIOEipTPpOeRbP,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5c0f1cf4f3027300014b606f
7/30/2022 10:27,7/30/2022 10:28,100,74,TRUE,7/30/2022 10:28,R_3ExOSgnBT456FxB,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",58d552e09dbe3f00012591f2
7/30/2022 10:27,7/30/2022 10:28,100,68,TRUE,7/30/2022 10:28,R_2xMmNimBrQy7cuv,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,1000,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5dd3301ff3b7c233e991e522
7/30/2022 10:27,7/30/2022 10:28,100,56,TRUE,7/30/2022 10:28,R_22P6S0hyXB2nCTI,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",610817e75d1ed4e2f023f912
7/30/2022 10:27,7/30/2022 10:28,100,105,TRUE,7/30/2022 10:28,R_UfMurzAqnraDVIJ,Someone selling fraudulent goods or services,Yes,10,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",5fc7d47e2df9df05bbb0d206
7/30/2022 10:28,7/30/2022 10:30,100,105,TRUE,7/30/2022 10:30,R_D1BOEGA5Qg4SxEZ,Someone selling fraudulent goods or services,No,,Yes,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",62b341383dad27265a7a75cb
7/30/2022 10:27,7/30/2022 10:30,100,140,TRUE,7/30/2022 10:30,R_2ONCcUTIUJqrYJ4,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5dd311e0e0b21b3344c69f07
