StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Employment,TotalIncome,Race,Education,Age_1,Gender,PID
7/30/2022 11:01,7/30/2022 11:02,100,39,TRUE,7/30/2022 11:02,R_3nki8kzm2cqIVCl,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",19,Male,616de80c9d988b900e45e5d3
7/30/2022 11:02,7/30/2022 11:03,100,95,TRUE,7/30/2022 11:03,R_1JFouHHNCVPir5W,"Employed, working 30 or more hours per week","$80,000 - $99,999",African American or African (Non-Hispanic),Bachelor degree,25,Female,5f8b30e56acaf60de565ef4f
7/30/2022 11:03,7/30/2022 11:04,100,105,TRUE,7/30/2022 11:04,R_1f7AvGoa9vGT2JT,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,50,Male,5b98d9362cca9c0001de161f
7/30/2022 11:04,7/30/2022 11:05,100,34,TRUE,7/30/2022 11:05,R_AjpemHsTD8WVNHX,"Not employed, looking for work","$150,000 or more",Asian American or Asian,Graduate or professional degree,55,Female,615880a66bc32302998866d9
7/30/2022 10:52,7/30/2022 11:08,100,927,TRUE,7/30/2022 11:08,R_3CItei5JWDcANLs,"Not employed, NOT looking for work","$40,000 - $59,999",African American or African (Non-Hispanic),Bachelor degree,50,Female,5c8ef3c2d7ecab0018d528da
7/30/2022 11:07,7/30/2022 11:08,100,64,TRUE,7/30/2022 11:08,R_O40aTap1Ovbb9Rf,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,25,Male,5fc1e71eff237c1f8708ef5a
7/30/2022 11:09,7/30/2022 11:10,100,47,TRUE,7/30/2022 11:10,R_2xVnLdCNhfMJGoP,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",71,Female,5d027da8b3bc0c0017bb8955
7/30/2022 11:09,7/30/2022 11:10,100,81,TRUE,7/30/2022 11:10,R_3mTxtd51uNkQjUB,"Employed, working 1-29 hours per week","$0 - $19,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",58,Female,60e37439f7c69f9e2d4466eb
7/30/2022 11:10,7/30/2022 11:12,100,61,TRUE,7/30/2022 11:12,R_300NWJhnR1H0bWm,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Associate degree,50,Female,5c8ef3c2d7ecab0018d528da
7/30/2022 11:12,7/30/2022 11:13,100,78,TRUE,7/30/2022 11:13,R_2xRBHhY5qEZxmea,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,58,Male,5f47fd5a30f69f26b1dc80fd
7/30/2022 11:12,7/30/2022 11:14,100,114,TRUE,7/30/2022 11:14,R_A0TPerS07CWxsel,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,61,Male,628f9ed4bb2ffa5366f084fc
7/30/2022 11:13,7/30/2022 11:14,100,43,TRUE,7/30/2022 11:14,R_1KqAGItXuUBNO6D,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,56,Male,5dd86784dcec8782b85cb5bb
7/30/2022 11:13,7/30/2022 11:15,100,67,TRUE,7/30/2022 11:15,R_2QGJJN1w5EAr5sz,"Disabled, not able to work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",53,Female,5bc9ff771760a8000115b8f7
7/30/2022 11:14,7/30/2022 11:15,100,98,TRUE,7/30/2022 11:15,R_r1LivDj9YZC3Abv,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Graduate or professional degree,44,Male,5a791168f49c9a0001f31061
7/30/2022 11:15,7/30/2022 11:16,100,88,TRUE,7/30/2022 11:16,R_1hM4j9Y6vj8nmMA,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,53,Female,5ddc7c26370810bfb7e7ae8d
7/30/2022 11:18,7/30/2022 11:20,100,112,TRUE,7/30/2022 11:20,R_3L5AF44j9lz9bJG,"Not employed, looking for work","$0 - $19,999",African American or African (Non-Hispanic),Some college but no degree,27,Male,601d69a993d94008fb2b25dc
7/30/2022 11:19,7/30/2022 11:21,100,84,TRUE,7/30/2022 11:21,R_2TCcbLDVtRvSqpj,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,60,Female,5b7aefd06c1ccb000178b710
7/30/2022 11:20,7/30/2022 11:21,100,62,TRUE,7/30/2022 11:21,R_2aCVdYuegNtfW22,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,54,Male,62db3ed4036f86b4686c299d
7/30/2022 11:20,7/30/2022 11:21,100,38,TRUE,7/30/2022 11:21,R_30pZJ9CnaLqlUPa,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,49,Female,5f999825a34e730101a8fdf7
7/30/2022 11:21,7/30/2022 11:22,100,71,TRUE,7/30/2022 11:22,R_2AYlfs81fL6n8Gp,"Employed, working 30 or more hours per week","$80,000 - $99,999",African American or African (Non-Hispanic),Graduate or professional degree,26,Male,629145c67fcfae026d948019
7/30/2022 11:20,7/30/2022 11:22,100,89,TRUE,7/30/2022 11:22,R_1r2mNOFHr2mxuNX,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,48,Female,614f58eb680c4b7c505e8030
7/30/2022 11:21,7/30/2022 11:22,100,81,TRUE,7/30/2022 11:22,R_vGNpBcNH3sIcTmN,"Employed, working 1-29 hours per week","$100,000 - $149,999","White or Caucasian (Non-Hispanic),Asian American or Asian",Bachelor degree,51,Male,5e976f67be609822f1146463
7/30/2022 11:22,7/30/2022 11:23,100,70,TRUE,7/30/2022 11:23,R_sv8WLgg4uRos8sp,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Associate degree,56,Female,5d9b7f29654a3102c8112b63
7/30/2022 11:22,7/30/2022 11:24,100,76,TRUE,7/30/2022 11:24,R_1H7X2uMYAC7D3Jj,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,49,Male,62a720d11331233ff4d813d5
7/30/2022 11:24,7/30/2022 11:25,100,78,TRUE,7/30/2022 11:25,R_2aaTTQdTHAuVNwx,"Not employed, looking for work","$40,000 - $59,999",African American or African (Non-Hispanic),Some college but no degree,40,Female,5c00222e2213be0001c2cdb1
7/30/2022 11:26,7/30/2022 11:26,100,35,TRUE,7/30/2022 11:26,R_1LO3tlcHQ6h7fgk,"Employed, working 30 or more hours per week","$150,000 or more",Asian American or Asian,Graduate or professional degree,38,Female,55d5e2c9db6a810006fa078b
7/30/2022 11:28,7/30/2022 11:29,100,32,TRUE,7/30/2022 11:29,R_2czQ0NtcUJ3BYpr,"Employed, working 30 or more hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Bachelor degree,39,Female,5d31266f466cc90019de4e43
7/30/2022 11:28,7/30/2022 11:29,100,22,TRUE,7/30/2022 11:29,R_yO3mnJyrJrr4GNb,"Employed, working 1-29 hours per week","$0 - $19,999",African American or African (Non-Hispanic),Some college but no degree,23,Male,5b57d2acbc04d60001e5e76e
7/30/2022 11:29,7/30/2022 11:29,100,42,TRUE,7/30/2022 11:29,R_z90gUcpHI1PNroZ,"Employed, working 1-29 hours per week","$40,000 - $59,999",Asian American or Asian,Bachelor degree,43,Female,60185121c694790aa6520236
7/30/2022 11:29,7/30/2022 11:30,100,99,TRUE,7/30/2022 11:30,R_21cuaFyF7V7DCq8,"Not employed, looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,64,Female,61539b3fa541b182c0fadde1
7/30/2022 11:31,7/30/2022 11:32,100,31,TRUE,7/30/2022 11:32,R_2S015w4Nv1dR6Cr,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,56,Female,5eda9438ff2fef6c2b40d1b9
7/30/2022 11:31,7/30/2022 11:32,100,58,TRUE,7/30/2022 11:32,R_1IcwgI4wBivJSnN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,55,Female,5e987098f1bb6707dca13f5b
7/30/2022 11:32,7/30/2022 11:33,100,55,TRUE,7/30/2022 11:33,R_1eOSqFjd5rTeiCS,"Employed, working 1-29 hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Some college but no degree,42,Female,5dc4a52b655ad2371b62dfd1
7/30/2022 11:35,7/30/2022 11:36,100,27,TRUE,7/30/2022 11:36,R_wRi8erdR5tYQIDv,"Not employed, NOT looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,65,Female,62a3be0d93b8dd1e69b4317d
7/30/2022 11:35,7/30/2022 11:36,100,63,TRUE,7/30/2022 11:36,R_2UWxc8F0CtB2i79,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some high school,48,Female,61bb392e40db417c1a138dcb
7/30/2022 11:38,7/30/2022 11:38,100,19,TRUE,7/30/2022 11:38,R_1g1JmQPco0Ij3fI,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Associate degree,26,Male,5dfdc45e617219a8e2e05c26
7/30/2022 11:43,7/30/2022 11:44,100,49,TRUE,7/30/2022 11:44,R_1P1z0jppf0HW9L1,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,49,Female,5d9d2e421af9ed0011c31894
7/30/2022 11:43,7/30/2022 11:45,100,87,TRUE,7/30/2022 11:45,R_ZCVbpXYURFI3FS1,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,48,Male,62349f9ac56251496a619264
7/30/2022 11:46,7/30/2022 11:47,100,51,TRUE,7/30/2022 11:47,R_XOlCOv0WKmgMgkF,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,53,Male,6155db00c1ddd261574dce05
7/30/2022 11:42,7/30/2022 11:49,100,398,TRUE,7/30/2022 11:49,R_2QtWur1aefTY9R9,"Not employed, NOT looking for work","$0 - $19,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",26,Female,5eeba783164680119f2e30c7
7/30/2022 11:50,7/30/2022 11:51,100,50,TRUE,7/30/2022 11:51,R_32OTYV0wvcpaR68,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,60,Female,622a42c21de0c55ba18a2acb
7/30/2022 11:51,7/30/2022 11:52,100,40,TRUE,7/30/2022 11:52,R_3dQ7F3pQTUkHfMi,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,57,Female,61537529838b05f12699918e
7/30/2022 11:53,7/30/2022 11:54,100,61,TRUE,7/30/2022 11:54,R_3R8xQhbI3G2ehJD,"Employed, working 30 or more hours per week","$80,000 - $99,999",Hispanic,Graduate or professional degree,58,Male,62e47e029b91347575df3047
7/30/2022 11:59,7/30/2022 11:59,100,49,TRUE,7/30/2022 11:59,R_1QK3ZnwufJp5gWS,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,70,Female,613e319d0abcddc7d722ff2b
7/30/2022 12:04,7/30/2022 12:04,100,37,TRUE,7/30/2022 12:04,R_2THnGFpjqazBT8I,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,52,Male,5ed17f22e1dc340c98fd6bc7
7/30/2022 12:03,7/30/2022 12:04,100,73,TRUE,7/30/2022 12:04,R_2QuIsesegNEjTTZ,"Not employed, looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,65,Female,6150ea0af545fdfbb4b6e25f
7/30/2022 12:10,7/30/2022 12:11,100,88,TRUE,7/30/2022 12:11,R_XRrILt580w37CNj,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",65,Male,62e19dae64eaa682aeec5a44
7/30/2022 12:12,7/30/2022 12:13,100,65,TRUE,7/30/2022 12:13,R_2S79bcptZsbR2uz,"Employed, working 30 or more hours per week","$150,000 or more",Asian American or Asian,Graduate or professional degree,51,Male,60ffbc41bca33066086b002f
7/30/2022 12:12,7/30/2022 12:13,100,46,TRUE,7/30/2022 12:13,R_1CgbKXJkCGj5DLT,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,47,Male,5dd8c6e24c97928688acd05d
7/30/2022 12:15,7/30/2022 12:16,100,26,TRUE,7/30/2022 12:16,R_3maRDxBcqh16iWQ,"Employed, working 30 or more hours per week","$100,000 - $149,999",Asian American or Asian,"High school degree or equivalent (e.g., GED)",41,Female,5e967eb28a7eb710a9e1fd94
7/30/2022 12:15,7/30/2022 12:16,100,64,TRUE,7/30/2022 12:16,R_2PjVM7J3fwVXXJ6,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,69,Female,5bcbdf5b0f10750001d7a494
7/30/2022 12:16,7/30/2022 12:17,100,63,TRUE,7/30/2022 12:17,R_3JDYCmzN42iyBZu,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",52,Male,626976d0dfd20d6832fc92aa
7/30/2022 12:17,7/30/2022 12:18,100,65,TRUE,7/30/2022 12:18,R_410yeqpJ8zCJZqF,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",61,Female,5d648fb785633f0019b04570
7/30/2022 12:17,7/30/2022 12:19,100,117,TRUE,7/30/2022 12:19,R_2dnBuS4EOk2CwkB,"Employed, working 30 or more hours per week","$80,000 - $99,999",,Bachelor degree,55,Male,6266a95d927943d0147dc188
7/30/2022 12:19,7/30/2022 12:20,100,66,TRUE,7/30/2022 12:20,R_2PBS6g5EWtGbsD8,"Employed, working 1-29 hours per week","$60,000 - $79,999",Asian American or Asian,Bachelor degree,53,Male,5e0ae8635cc380375ba36030
7/30/2022 12:21,7/30/2022 12:22,100,35,TRUE,7/30/2022 12:22,R_RLlNqQg2LAWpQDD,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,60,Female,60f3320a37b06dff39dd1d8c
7/30/2022 12:23,7/30/2022 12:24,100,56,TRUE,7/30/2022 12:24,R_1DnzMclZI2nDLOt,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,77,Male,5f5128c3aa1c4e30e4506d2c
7/30/2022 12:25,7/30/2022 12:26,100,27,TRUE,7/30/2022 12:26,R_1NsN2JZTPvA1vge,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",61,Female,5c4623f40df98d0001edaec8
7/30/2022 12:25,7/30/2022 12:26,100,33,TRUE,7/30/2022 12:26,R_1g60t2O8evMqBXX,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,51,Male,612bb0cdecc9e45781bbf511
7/30/2022 12:28,7/30/2022 12:29,100,47,TRUE,7/30/2022 12:29,R_2OTnbWP66u9QQA3,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,52,Male,59c0a297c458e800017b5499
7/30/2022 12:31,7/30/2022 12:32,100,45,TRUE,7/30/2022 12:32,R_2v2Fo2Ss0RRoLEG,Retired,"$20,000 - $39,999",African American or African (Non-Hispanic),Some college but no degree,49,Female,61313fad6454dab291dc1256
7/30/2022 12:34,7/30/2022 12:35,100,58,TRUE,7/30/2022 12:35,R_2XbtlBDhGNvmpNA,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,65,Male,6162544d565dc234e7d671c9
7/30/2022 12:47,7/30/2022 12:50,100,122,TRUE,7/30/2022 12:50,R_2uFjQEg3pSM6vWF,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,66,Female,5c6b646349b7f0000120b659
7/30/2022 12:53,7/30/2022 12:54,100,78,TRUE,7/30/2022 12:54,R_2Ec4yEEn5gjfIGW,"Employed, working 1-29 hours per week","$0 - $19,999",African American or African (Non-Hispanic),Some college but no degree,49,Female,5a9c76db89de8200013f14b7
7/30/2022 12:54,7/30/2022 12:55,100,52,TRUE,7/30/2022 12:55,R_3iOwW0hIwkqFMzx,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,65,Female,5de87c376522177f4f41cbd2
7/30/2022 12:55,7/30/2022 12:55,100,23,TRUE,7/30/2022 12:55,R_RaWFy7eURi3XMe5,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,60,Female,6150d9de26db220e2a7a912f
7/30/2022 12:57,7/30/2022 12:58,100,79,TRUE,7/30/2022 12:58,R_2uy1zta2bMT4NPT,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Associate degree,66,Female,58fa3437f718c900016ea5e4
7/30/2022 12:58,7/30/2022 12:59,100,62,TRUE,7/30/2022 12:59,R_3pgTFwEmSynF3PQ,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,74,Female,613cfc3949d2505ab05981af
7/30/2022 12:58,7/30/2022 12:59,100,54,TRUE,7/30/2022 12:59,R_3rOIWuurKatL5Np,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,63,Male,5de970024172e2000c9dacd2
7/30/2022 13:07,7/30/2022 13:10,100,129,TRUE,7/30/2022 13:10,R_qR530uog37aBsvT,"Employed, working 30 or more hours per week","$60,000 - $79,999",Asian American or Asian,Bachelor degree,45,Male,61679f24fb77ff4978222991
7/30/2022 13:12,7/30/2022 13:13,100,66,TRUE,7/30/2022 13:13,R_20ZQt0y4I6JlAPY,"Employed, working 30 or more hours per week","$100,000 - $149,999",Hispanic,Bachelor degree,57,Male,5b6f055e7af624000109599f
7/30/2022 13:13,7/30/2022 13:14,100,55,TRUE,7/30/2022 13:14,R_1H1wHeKoQwGbezo,"Disabled, not able to work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",58,Female,60a2c2ea04fc6b2de2f14da9
7/30/2022 13:14,7/30/2022 13:15,100,37,TRUE,7/30/2022 13:15,R_2OI9COQ936Vizku,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Associate degree,57,Female,62869a1b7fff9c9a48fe6087
7/30/2022 13:18,7/30/2022 13:19,100,78,TRUE,7/30/2022 13:19,R_USmngtCS1Beqbrr,"Employed, working 30 or more hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Bachelor degree,38,Male,62d973ab51e0792ef9ce6493
7/30/2022 13:22,7/30/2022 13:23,100,70,TRUE,7/30/2022 13:23,R_3fpVWTqb7tRyDKn,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,65,Male,5d7551a5515c8b001bed10d7
7/30/2022 13:22,7/30/2022 13:23,100,88,TRUE,7/30/2022 13:23,R_1F88DXl5GFqR8Dn,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,48,Male,6266a84a363636eab2c40c41
7/30/2022 13:24,7/30/2022 13:25,100,80,TRUE,7/30/2022 13:25,R_1mJCssaokC1Jn0N,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,72,Female,622a4d6cf143081ed1887ee5
7/30/2022 13:27,7/30/2022 13:28,100,70,TRUE,7/30/2022 13:28,R_vOJ4LisOxLHCmdz,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,66,Female,6168e1ab494d9ee0add5a2f9
7/30/2022 13:27,7/30/2022 13:28,100,75,TRUE,7/30/2022 13:28,R_3KPPg8iR4GMGrFT,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,69,Male,5e6c057dbc9dab1ba2c5bac4
7/30/2022 13:27,7/30/2022 13:28,100,67,TRUE,7/30/2022 13:28,R_1hXoZKh1jPnYS7F,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Some college but no degree,61,Female,60fe076cdaf85311b32cb6a0
7/30/2022 13:29,7/30/2022 13:30,100,84,TRUE,7/30/2022 13:30,R_oYvE5G2fa90SjkJ,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,73,Male,615224b6fec95dfc43439c28
7/30/2022 13:34,7/30/2022 13:35,100,61,TRUE,7/30/2022 13:35,R_2TXyAycmUktQoeq,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,52,Male,59949236c825cf0001d7dcdc
7/30/2022 13:41,7/30/2022 13:42,100,99,TRUE,7/30/2022 13:42,R_2ygciQpuHJ9YvtH,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Some college but no degree,55,Female,62d1889e705b184fe98cf5b3
7/30/2022 13:41,7/30/2022 13:42,100,70,TRUE,7/30/2022 13:42,R_240ivOOp9lrQa5x,"Employed, working 30 or more hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Bachelor degree,34,Female,5f636ecb4ea0bf03d640028f
7/30/2022 13:43,7/30/2022 13:43,100,39,TRUE,7/30/2022 13:43,R_2v92RK0Qkag4cK5,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,53,Male,60c7af606ba051b42a91d3ff
7/30/2022 13:42,7/30/2022 13:43,100,53,TRUE,7/30/2022 13:43,R_3lSy5ttyoQz6th0,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,68,Male,6104d3fb963cc35cce54f983
7/30/2022 13:43,7/30/2022 13:44,100,91,TRUE,7/30/2022 13:44,R_2SDnaPxti8NPEjm,Retired,"$20,000 - $39,999",I prefer not to say,Bachelor degree,69,Male,5c7afb18de6f7900150c33d2
7/30/2022 13:49,7/30/2022 13:50,100,42,TRUE,7/30/2022 13:50,R_2Etup4pDtLSvyV0,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,53,Male,62c345831d3aed7142af2c6f
7/30/2022 13:52,7/30/2022 13:53,100,66,TRUE,7/30/2022 13:53,R_2vj0zmsWndRCZUJ,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,59,Female,62bd42b72c2ccddf753b655b
7/30/2022 13:53,7/30/2022 13:55,100,86,TRUE,7/30/2022 13:55,R_3imto7Q4GKSh9sH,"Disabled, not able to work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",58,Male,610a151c96de07b15f28c8cb
7/30/2022 13:55,7/30/2022 13:56,100,49,TRUE,7/30/2022 13:56,R_1r1XTxSFMsVfVPU,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,49,Male,60885d559ca52f07dd234260
7/30/2022 13:56,7/30/2022 13:58,100,69,TRUE,7/30/2022 13:58,R_p496UWpt8gYAcBX,"Employed, working 30 or more hours per week","$80,000 - $99,999",African American or African (Non-Hispanic),Graduate or professional degree,46,Female,5f3e5e066dfaa70464615447
