StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Employment,TotalIncome,Race,Education,Age_1,Gender,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,KeepResponse,PID
8/15/2022 1:12,8/15/2022 1:16,IP Address,100,249,TRUE,8/15/2022 1:16,R_2U9OakoOY4TT4rM,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,37,Female,Someone claiming to be from the company where you work (but wasn't),No,,No,No,"Yes, use the responses.",61210b5c3f465c51a7f4166a
8/15/2022 1:33,8/15/2022 1:34,IP Address,100,85,TRUE,8/15/2022 1:34,R_1CJyh7JKQR5mv4G,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Bachelor degree,38,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",58074104c314770001876e7b
8/15/2022 1:36,8/15/2022 1:40,IP Address,100,229,TRUE,8/15/2022 1:40,R_2EuuxONF9bYgDeU,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",43,Female,,,,,No,"Yes, use the responses.",612053690485b0b2420a03fd
8/15/2022 1:41,8/15/2022 1:42,IP Address,100,84,TRUE,8/15/2022 1:42,R_1hSzxluvoRAQnno,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,44,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,No,"Yes, use the responses.",5c47cab451c26300012cdd41
8/15/2022 1:43,8/15/2022 1:44,IP Address,100,101,TRUE,8/15/2022 1:44,R_018yPXr767w73iN,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,41,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,"Yes, use the responses.",5ddd607882569acb36380d98
8/15/2022 1:41,8/15/2022 1:45,IP Address,100,235,TRUE,8/15/2022 1:45,R_2SvP3ltwRPCWS5N,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,53,Female,Someone selling fraudulent goods or services,No,,Yes,No,"Yes, use the responses.",5a8ae4f20f1bce0001224b6b
8/15/2022 1:44,8/15/2022 1:46,IP Address,100,147,TRUE,8/15/2022 1:46,R_3fZW75oKPdCTiHk,,,,,anonymous,EN,"Disabled, not able to work","$20,000 - $39,999","Native American, Native Hawaiian or Pacific Islander",Some college but no degree,53,Female,Other,No,,No,No,"Yes, use the responses.",5ef1a79464e5837c95df3de8
8/15/2022 1:45,8/15/2022 1:46,IP Address,100,77,TRUE,8/15/2022 1:46,R_2fuMx2FyWN5IfN3,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",39,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",5b6515e83662a8000158b2aa
8/15/2022 1:49,8/15/2022 1:50,IP Address,100,74,TRUE,8/15/2022 1:50,R_27DPV5wQpV8lUg8,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,43,Male,Someone selling fraudulent goods or services,No,,No,No,"Yes, use the responses.",5bb2677fd8afe200018d0afc
8/15/2022 1:47,8/15/2022 1:50,IP Address,100,216,TRUE,8/15/2022 1:51,R_2D5OVk7eX0Rll1g,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,64,Male,Someone selling fraudulent goods or services,Yes,15,No,No,"Yes, use the responses.",615b1bbb04fb28394b341ee9
8/15/2022 1:58,8/15/2022 1:59,IP Address,100,57,TRUE,8/15/2022 1:59,R_2f2lKyFMg8ksYTu,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,40,Other,,,,,Yes,"Yes, use the responses.",61372727e083e6cd1c827f81
8/15/2022 1:59,8/15/2022 2:03,IP Address,100,219,TRUE,8/15/2022 2:03,R_24AxyOthBXrPqI6,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",46,Male,Someone selling fraudulent goods or services,Yes,150,Yes,No,"Yes, use the responses.",5e4b1627e778a8030266480c
8/15/2022 2:25,8/15/2022 2:27,IP Address,100,91,TRUE,8/15/2022 2:27,R_3CQkjReej7rC8BV,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,44,Female,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5ee2916b70aa643be19c0036
8/15/2022 2:30,8/15/2022 2:32,IP Address,100,101,TRUE,8/15/2022 2:32,R_Z4xD6JHqhWHCeMF,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,40,Male,Someone selling fraudulent goods or services,No,,No,No,"Yes, use the responses.",60f6e261d3ae19349059a473
8/15/2022 2:31,8/15/2022 2:33,IP Address,100,69,TRUE,8/15/2022 2:33,R_26hAZMI99Wex12W,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,50,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,No,"Yes, use the responses.",5de90ac82f942d02d848bbfe
8/15/2022 2:33,8/15/2022 2:35,IP Address,100,93,TRUE,8/15/2022 2:35,R_1rxlnDYtAt38L8i,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,58,Female,"Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",62b7427cc592efd0177630a0
8/15/2022 2:41,8/15/2022 2:42,IP Address,100,87,TRUE,8/15/2022 2:42,R_3Uk4BA496Mg6rdv,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",53,Female,Someone claiming to be from the Social Security Administration (but wasn't),No,,Yes,No,"Yes, use the responses.",5bf190bbfb616800014fd571
8/15/2022 2:45,8/15/2022 2:47,IP Address,100,108,TRUE,8/15/2022 2:47,R_238Z9imbpgvBL20,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",Asian American or Asian,Bachelor degree,49,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",627142805c1992313f79ec55
8/15/2022 2:45,8/15/2022 2:49,IP Address,100,248,TRUE,8/15/2022 2:49,R_3qQBievjSRIUDoB,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Bachelor degree,59,Male,Other,No,,No,Yes,"Yes, use the responses.",6299225c1dafef4e3554dbbd
8/15/2022 2:54,8/15/2022 2:55,IP Address,100,67,TRUE,8/15/2022 2:55,R_1jTWRgLnO8YlCr1,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,49,Female,Someone selling fraudulent goods or services,No,,No,No,"Yes, use the responses.",61bb396b40db417c1a138e43
8/15/2022 2:59,8/15/2022 3:01,IP Address,100,119,TRUE,8/15/2022 3:01,R_26nAit6geBfraxt,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",60,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,Not Sure,No,"Yes, use the responses.",5ee37cae69bfc40009a26ac0
8/15/2022 3:02,8/15/2022 3:03,IP Address,100,65,TRUE,8/15/2022 3:03,R_1pQnDdog56H52Qo,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",African American or African (Non-Hispanic),Bachelor degree,28,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",62c396eed1893e06fdad4574
8/15/2022 3:01,8/15/2022 3:03,IP Address,100,144,TRUE,8/15/2022 3:03,R_Y4QE5GChJaiK3OF,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,43,Female,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",5ce4eea02210eb0017870791
8/15/2022 3:06,8/15/2022 3:07,IP Address,100,71,TRUE,8/15/2022 3:07,R_UYKqbQ4hNX7npVT,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,43,Female,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5a6fdd4f82968f0001a6a4cd
8/15/2022 3:11,8/15/2022 3:14,IP Address,100,131,TRUE,8/15/2022 3:14,R_2PuvdESrhac78WN,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Bachelor degree,24,Male,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",62f18e19c8792e9ce92133a6
8/15/2022 3:19,8/15/2022 3:21,IP Address,100,85,TRUE,8/15/2022 3:21,R_3GkzcTJRsZfidJj,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,40,Female,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5f23ff398626c51fdd6c3fb5
8/15/2022 3:23,8/15/2022 3:24,IP Address,100,62,TRUE,8/15/2022 3:24,R_21sLjJV2uDzBlLE,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,40,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Not Sure,Not Sure,"Yes, use the responses.",5c40e7d99d27f00001159a65
8/15/2022 3:22,8/15/2022 3:25,IP Address,100,161,TRUE,8/15/2022 3:25,R_3kuYhSrfvZj68Kl,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,38,Female,Other,Yes,4000,No,No,"Yes, use the responses.",600150a39d652729f84daf83
8/15/2022 3:25,8/15/2022 3:26,IP Address,100,97,TRUE,8/15/2022 3:26,R_d5YF9Lr0FrFya41,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,40,Female,Other,No,,No,No,"Yes, use the responses.",5c90063d319e1200014f6513
8/15/2022 3:25,8/15/2022 3:27,IP Address,100,124,TRUE,8/15/2022 3:27,R_5hSIm3vtUCGr53H,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,43,Male,Someone selling fraudulent goods or services,No,,No,Yes,"Yes, use the responses.",5e04c5327dd477f212afbfad
8/15/2022 3:26,8/15/2022 3:28,IP Address,100,82,TRUE,8/15/2022 3:28,R_2fo2OOrnJM4TDQ5,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,57,Female,Other,No,,No,No,"Yes, use the responses.",57f6aefc42bfc700016ab1e0
8/15/2022 3:27,8/15/2022 3:29,IP Address,100,119,TRUE,8/15/2022 3:29,R_2QuKsErZu7qfIRQ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,57,Female,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",607ddc576718114dea38841c
8/15/2022 3:39,8/15/2022 3:40,IP Address,100,69,TRUE,8/15/2022 3:40,R_1LZgsIfE4u4nEbW,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",51,Female,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",58595b56a3149800011e156e
8/15/2022 3:38,8/15/2022 3:42,IP Address,100,241,TRUE,8/15/2022 3:42,R_aWP8oIcNqrVqpvX,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,71,Female,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",5687bbe7369319000c269af0
8/15/2022 3:45,8/15/2022 3:45,IP Address,100,42,TRUE,8/15/2022 3:45,R_2VrsNkg65omaQAh,,,,,anonymous,EN,"Not employed, looking for work","$40,000 - $59,999",African American or African (Non-Hispanic),Some college but no degree,24,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",62c878b9ba589f826dca4a2c
8/15/2022 3:51,8/15/2022 3:56,IP Address,100,245,TRUE,8/15/2022 3:56,R_3isgyVzHbQMiYBB,,,,,anonymous,EN,Retired,"$40,000 - $59,999","Native American, Native Hawaiian or Pacific Islander",Some college but no degree,79,Female,Someone selling fraudulent goods or services,Yes,$150. but my bank ended up covering it.,Yes,No,"Yes, use the responses.",616befee35e875a91fbe19cd
8/15/2022 3:56,8/15/2022 3:58,IP Address,100,72,TRUE,8/15/2022 3:58,R_1FboHf9HhaJYx5O,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,57,Female,Someone claiming to be from another government agency (but wasn't),No,,No,Yes,"Yes, use the responses.",60c75d5837d914a2b6e512cd
8/15/2022 4:01,8/15/2022 4:03,IP Address,100,112,TRUE,8/15/2022 4:03,R_27eaoSTFg8S68MK,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,39,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",615dfbb483f8480303655714
8/15/2022 4:03,8/15/2022 4:04,IP Address,100,67,TRUE,8/15/2022 4:04,R_12fMXvOrsPXzxgv,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,41,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5b6482e9f5bc0a00019fd571
8/15/2022 4:03,8/15/2022 4:05,IP Address,100,98,TRUE,8/15/2022 4:05,R_tKfzLmP1KhNSpwt,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",Asian American or Asian,Bachelor degree,39,Female,"Someone selling fraudulent goods or services,Other",Yes,2500,No,Yes,"Yes, use the responses.",5bdc69be1ed28c00017d5ec3
8/15/2022 4:05,8/15/2022 4:07,IP Address,100,97,TRUE,8/15/2022 4:07,R_0oK0buPtN4BJ5u1,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",26,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",62f27bce4cf6011cdd3833b3
8/15/2022 4:08,8/15/2022 4:10,IP Address,100,123,TRUE,8/15/2022 4:10,R_Zl5Tv3GHZc5InVD,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,52,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",6137ebb74197e0473d1318e3
8/15/2022 4:11,8/15/2022 4:12,IP Address,100,100,TRUE,8/15/2022 4:12,R_2uQVKETEvWAXOFp,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Associate degree,44,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",61139cc337f4f3e9118d363b
8/15/2022 4:12,8/15/2022 4:13,IP Address,100,95,TRUE,8/15/2022 4:13,R_1FfV0jnQuhvxTUR,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,43,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",62cccdcadf4fdbc4424844d5
